csrfmiddlewaretoken,choosen_mun,levy_rate,mun_key_num,wea_area_max,wea_p_max,wea_area_ownertype1,wea_anteil_flaeche1,rotor_diameter,system_output,wea_eeg_share,wind_euro_share,ffpv_area_max,pv_p_max,ffpv_area_ownertype1,ffpv_anteil_flaeche1,apvv_area_ownertype1,apvv_anteil_flaeche1,apvh_area_max,apv_hor_p_max,apvh_area_ownertype1,apvh_anteil_flaeche1
RKpj5dShSEY70joqE3OizNXJpmovj2X9ILONGGWAeo5swOHfnAmp143Lzk03ze4r,7,320,0,200,0,0,0,130,4,100,100,70,0,0,0,0,0,0,40,0,0
